run_id	request_id	metric	value
example-run-id	all	sentences	263.0
example-run-id	all	sentences_with_citations_or_requiring_citations	263.0
example-run-id	all	correctly_cited_sentences	251.0
example-run-id	all	nuggets	266.0
example-run-id	all	nuggets_weighted	266.0
example-run-id	all	correct_nuggets	193.0
example-run-id	all	correct_nuggets_weighted	193.0
example-run-id	all	citations	263.0
example-run-id	all	relevant_citations	263.0
example-run-id	all	supporting_citations	251.0
example-run-id	all	character_count_median	1360.0
example-run-id	all	character_count_max	1971.0
example-run-id	all	citation_relevance_micro	1.0
example-run-id	all	citation_relevance_macro	1.0
example-run-id	all	citation_support_micro	0.9543726235741445
example-run-id	all	citation_support_macro	0.9549052363456795
example-run-id	all	sentence_support_micro	0.9543726235741445
example-run-id	all	sentence_support_macro	0.9549052363456795
example-run-id	all	nugget_coverage_micro	0.7255639097744361
example-run-id	all	nugget_coverage_macro	0.7159860218357855
example-run-id	all	nugget_coverage_weighted_micro	0.7255639097744361
example-run-id	all	nugget_coverage_weighted_macro	0.7159860218357855
example-run-id	all	f1_micro	0.8243863007870667
example-run-id	all	f1_macro	0.8108727761893327
example-run-id	all	f1_weighted_micro	0.8243863007870667
example-run-id	all	f1_weighted_macro	0.8108727761893327
example-run-id	300	sentences	15.0
example-run-id	300	character_count	1654.0
example-run-id	300	sentences_with_citations_or_requiring_citations	15.0
example-run-id	300	correctly_cited_sentences	14.0
example-run-id	300	nuggets	15.0
example-run-id	300	nuggets_weighted	15.0
example-run-id	300	correct_nuggets	9.0
example-run-id	300	correct_nuggets_weighted	9.0
example-run-id	300	citations	15.0
example-run-id	300	relevant_citations	15.0
example-run-id	300	supporting_citations	14.0
example-run-id	300	citation_relevance	1.0
example-run-id	300	citation_support	0.9333333333333333
example-run-id	300	sentence_support	0.9333333333333333
example-run-id	300	nugget_coverage	0.6
example-run-id	300	nugget_coverage_weighted	0.6
example-run-id	300	f1	0.7304347826086957
example-run-id	300	f1_weighted	0.7304347826086957
example-run-id	303	sentences	10.0
example-run-id	303	character_count	1146.0
example-run-id	303	sentences_with_citations_or_requiring_citations	10.0
example-run-id	303	correctly_cited_sentences	10.0
example-run-id	303	nuggets	10.0
example-run-id	303	nuggets_weighted	10.0
example-run-id	303	correct_nuggets	7.0
example-run-id	303	correct_nuggets_weighted	7.0
example-run-id	303	citations	10.0
example-run-id	303	relevant_citations	10.0
example-run-id	303	supporting_citations	10.0
example-run-id	303	citation_relevance	1.0
example-run-id	303	citation_support	1.0
example-run-id	303	sentence_support	1.0
example-run-id	303	nugget_coverage	0.7
example-run-id	303	nugget_coverage_weighted	0.7
example-run-id	303	f1	0.8235294117647058
example-run-id	303	f1_weighted	0.8235294117647058
example-run-id	308	sentences	10.0
example-run-id	308	character_count	1100.0
example-run-id	308	sentences_with_citations_or_requiring_citations	10.0
example-run-id	308	correctly_cited_sentences	9.0
example-run-id	308	nuggets	10.0
example-run-id	308	nuggets_weighted	10.0
example-run-id	308	correct_nuggets	6.0
example-run-id	308	correct_nuggets_weighted	6.0
example-run-id	308	citations	10.0
example-run-id	308	relevant_citations	10.0
example-run-id	308	supporting_citations	9.0
example-run-id	308	citation_relevance	1.0
example-run-id	308	citation_support	0.9
example-run-id	308	sentence_support	0.9
example-run-id	308	nugget_coverage	0.6
example-run-id	308	nugget_coverage_weighted	0.6
example-run-id	308	f1	0.7200000000000001
example-run-id	308	f1_weighted	0.7200000000000001
example-run-id	309	sentences	12.0
example-run-id	309	character_count	1283.0
example-run-id	309	sentences_with_citations_or_requiring_citations	12.0
example-run-id	309	correctly_cited_sentences	12.0
example-run-id	309	nuggets	12.0
example-run-id	309	nuggets_weighted	12.0
